departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source,row_num
0,40,85200,360,117,1055,0,200,2690,2370,I4,21594,Scott Air LLC dba Island Air Express,D,I4,Scott Air LLC dba Island Air Express,1,5,12523,32523,JNU,"Juneau, AK",US,United States,12728,30007,KLW,"Klawock, AK",US,United States,4,479,1,2018,11,1,F,DU,1
0,30,3634686,10260,7941,289091,0,7806,0,0,AI,19533,National Aviation Company of India Limited d/b/a Air India,I,AI,National Aviation Company of India Limited d/b/a Air India,0,0,10716,30716,BOM,"Mumbai, India",IN,India,11618,31703,EWR,"Newark, NJ",US,United States,6,637,1,2018,11,16,F,IF,1
0,1,2629,13,2,0,0,4253,0,0,LDQ,22035,Laudamotion Executive,I,LDQ,Laudamotion Executive,0,0,11618,31703,EWR,"Newark, NJ",US,United States,15595,35595,VIE,"Vienna, Austria",AT,Austria,6,658,1,2018,11,9,L,IF,1
0,1,2693,12,1,0,0,5276,0,0,FP,21306,TAG Aviation S.A.,I,FP,TAG Aviation S.A.,0,0,12191,31453,HOU,"Houston, TX",US,United States,12026,32026,GVA,"Geneva, Switzerland",CH,Switzerland,7,775,1,2018,11,11,L,IF,1
0,3,325206,882,606,26695,0,4278,0,0,LO,19555,Polskie Linie Lotnicze,I,LO,Polskie Linie Lotnicze,0,0,15718,35718,WAW,"Warsaw, Poland",PL,Poland,11618,31703,EWR,"Newark, NJ",US,United States,6,889,1,2018,11,9,F,IF,1
0,10,10626,50,22,558,319,41,318,258,X4,21386,Air Excursions LLC,D,X4,Air Excursions LLC,1,5,11997,31997,GST,"Gustavus, AK",US,United States,12523,32523,JNU,"Juneau, AK",US,United States,0,35,1,2018,11,1,F,DU,1
0,64,2240000,0,0,1496093,0,163,11482,2240,1TQ,21577,Rhoades Aviation dba Transair,D,1TQ,Rhoades Aviation dba Transair,1,4,12173,32134,HNL,"Honolulu, HI",US,United States,12758,32758,KOA,"Kona, HI",US,United States,6,620,2,2018,11,1,P,DU,1
0,1,2603,13,3,0,0,2448,0,0,CAZ,21202,CAT Aviation,I,CAZ,CAT Aviation,0,0,16257,30863,YYC,"Calgary, Canada",CA,Canada,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,7,775,1,2018,11,5,L,IF,1
0,1,2640,13,2,0,0,4253,0,0,LDM,21569,Laudamotion GmbH,I,LDM,Laudamotion GmbH,0,0,11618,31703,EWR,"Newark, NJ",US,United States,15595,35595,VIE,"Vienna, Austria",AT,Austria,6,658,1,2018,11,9,L,IF,1
0,1,96206,236,217,19364,0,3745,0,0,LX,20233,Swiss International Airlines,I,LX,Swiss International Airlines,0,0,10721,30721,BOS,"Boston, MA",US,United States,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,6,696,1,2018,11,8,F,IF,1
0,1,1969,9,3,0,0,143,60,54,4W,20323,Warbelow,D,4W,Warbelow,1,5,11630,31517,FAI,"Fairbanks, AK",US,United States,11833,31833,FYU,"Fort Yukon, AK",US,United States,1,194,1,2018,11,1,L,DU,1
0,22,1040822,5148,2973,0,0,7360,0,0,KQ,21949,Kenya Airways PLC,I,KQ,Kenya Airways PLC,0,0,13616,33616,NBO,"Nairobi, Kenya",KE,Kenya,12478,31703,JFK,"New York, NY",US,United States,6,887,1,2018,11,15,F,IF,1
0,5,28000,0,0,8756,13630,43,135,103,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,13970,33970,OTZ,"Kotzebue, AK",US,United States,13942,33942,ORV,"Noorvik, AK",US,United States,4,412,2,2018,11,1,G,DU,1
0,7,1493730,0,0,286985,0,200,449,329,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,10693,30693,BNA,"Nashville, TN",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,6,625,2,2018,11,1,P,DU,1
0,1,37151,0,0,0,0,2835,0,0,AD,21638,Azul Linhas Aereas Brazileiras S A,I,AD,Azul Linhas Aereas Brazileiras S A,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,10545,30545,BEL,"Belem, Brazil",BR,Brazil,6,696,1,2018,11,6,L,IF,1
136,127,1622425,6350,5309,1447,0,228,9990,6106,PT,20427,Piedmont Airlines,D,PT,Piedmont Airlines,1,6,15096,35096,SYR,"Syracuse, NY",US,United States,14100,34100,PHL,"Philadelphia, PA",US,United States,6,675,1,2018,11,1,F,DU,1
24,24,144000,720,353,0,0,139,1035,757,38Q,21879,Key Lime Air Corporation,D,38Q,Key Lime Air Corporation,1,6,14812,34812,SHR,"Sheridan, WY",US,United States,14534,34534,RIW,"Riverton/Lander, WY",US,United States,6,632,1,2018,11,1,F,DU,1
0,2,189996,464,449,0,0,3354,0,0,LS,21624,Jet2.com,I,LS,Jet2.com,0,0,13165,33165,MAN,"Manchester, United Kingdom",GB,United Kingdom,11618,31703,EWR,"Newark, NJ",US,United States,6,622,1,2018,11,7,F,IF,1
0,17,772108,3315,2924,0,0,1792,0,0,BX,21659,Air Busan,I,BX,Air Busan,0,0,14299,34299,PUS,"Busan, South Korea",KR,South Korea,12016,32016,GUM,"Guam, TT",US,United States,6,699,1,2018,11,4,F,IF,1
0,1,43632,169,151,478,972,1114,192,181,UA,19977,United Air Lines Inc.,A,UA,United Air Lines Inc.,3,3,16178,36178,YQX,"Gander, Canada",CA,Canada,11618,31703,EWR,"Newark, NJ",US,United States,6,622,1,2018,11,3,F,IU,1
0,1,3300,14,6,0,0,4091,0,0,0UQ,21331,"Comlux Malta, Ltd.",I,0UQ,"Comlux Malta, Ltd.",0,0,12264,30852,IAD,"Washington, DC",US,United States,12026,32026,GVA,"Geneva, Switzerland",CH,Switzerland,6,788,1,2018,11,9,L,IF,1
0,18,784080,3168,2231,0,0,3604,0,0,G3,21605,VRG Linhas Aereas S A,I,G3,VRG Linhas Aereas S A,0,0,13204,31454,MCO,"Orlando, FL",US,United States,11730,31730,FOR,"Fortaleza, Brazil",BR,Brazil,6,614,1,2018,11,8,F,IF,1
0,2,464091,0,0,36800,0,5081,1450,1383,FX,20107,Federal Express Corporation,P,FX,Federal Express Corporation,3,3,10299,30299,ANC,"Anchorage, AK",US,United States,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,6,683,2,2018,11,11,P,IU,1
0,1,202000,0,0,11023,0,104,66,29,WI,20195,Sky Lease Cargo,I,WI,Sky Lease Cargo,1,1,13303,32467,MIA,"Miami, FL",US,United States,14635,31714,RSW,"Fort Myers, FL",US,United States,7,740,2,2018,11,1,P,DU,1
0,1,3450,8,4,0,0,230,72,48,04Q,21080,Tradewind Aviation,D,04Q,Tradewind Aviation,1,6,13398,33398,MMU,"Morristown, NJ",US,United States,10154,30154,ACK,"Nantucket, MA",US,United States,4,479,1,2018,11,1,L,DU,1
0,1,6728,12,6,0,0,5668,0,0,KFQ,22025,Skyfirst Limited,I,KFQ,Skyfirst Limited,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,12900,30920,LBG,"Paris, France",FR,France,7,775,1,2018,11,12,L,IF,1
0,9,882798,2286,2095,463379,0,4511,0,0,JU,21738,Air Serbia,I,JU,Air Serbia,0,0,10542,30542,BEG,"Belgrade, Serbia",RS,Serbia,12478,31703,JFK,"New York, NY",US,United States,6,696,1,2018,11,10,F,IF,1
0,8,247720,0,0,140404,20955,725,863,780,NC,20108,Northern Air Cargo Inc.,D,NC,Northern Air Cargo Inc.,1,1,10299,30299,ANC,"Anchorage, AK",US,United States,10754,30107,BRW,"Barrow, AK",US,United States,6,619,2,2018,11,2,G,DU,1
0,30,532136,5670,2632,0,0,1561,0,0,7C,21592,Jeju Air Co Ltd.,I,7C,Jeju Air Co Ltd.,0,0,12699,32400,KIX,"Osaka, Japan",JP,Japan,12016,32016,GUM,"Guam, TT",US,United States,6,614,1,2018,11,4,F,IF,1
0,31,160270,432,378,0,0,192,0,0,3SD,21674,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,I,3SD,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane,0,0,14843,34819,SJU,"San Juan, PR",US,United States,15084,35084,SXM,"Philipsburg, Sint Maarten",SX,Sint Maarten,4,441,1,2018,12,1,F,IF,1
0,30,232200,1054,433,18141,0,126,1544,1135,7H,20327,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",D,7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",1,5,10299,30299,ANC,"Anchorage, AK",US,United States,15579,35579,VDZ,"Valdez, AK",US,United States,4,483,3,2018,12,1,F,DU,1
0,1,4589,18,2,0,0,3477,0,0,0BQ,21186,DCA,I,0BQ,DCA,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,10730,30730,BQH,"London, United Kingdom",GB,United Kingdom,6,658,1,2018,12,7,L,IF,1
0,1,1846,0,0,0,0,1635,485,455,PM,21402,"Prescott Support Company, Inc.",I,PM,"Prescott Support Company, Inc.",1,4,16178,36178,YQX,"Gander, Canada",CA,Canada,13577,31135,MYR,"Myrtle Beach, SC",US,United States,4,413,2,2018,12,4,P,IU,1
0,30,1171896,4572,4000,13825,0,2194,0,0,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,I,3GQ,Air Hamburg Luftverkehrsgesellschaft mbH,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,12010,32010,GUA,"Guatemala City, Guatemala",GT,Guatemala,6,694,1,2018,12,5,F,IF,1
0,36,3095378,12024,9528,664365,0,6927,0,0,HX,21707,Hong Kong Airlines Limited,I,HX,Hong Kong Airlines Limited,0,0,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,14771,32457,SFO,"San Francisco, CA",US,United States,6,359,1,2018,12,14,F,IF,1
0,30,1171896,4572,3181,24631,0,2194,0,0,GU,22005,"Aviateca, S.A.",I,GU,"Aviateca, S.A.",0,0,12010,32010,GUA,"Guatemala City, Guatemala",GT,Guatemala,12892,32575,LAX,"Los Angeles, CA",US,United States,6,694,1,2018,12,5,F,IF,1
40,40,74400,240,0,0,0,59,2170,1860,GCH,20267,Grand Canyon Helicopters,D,GCH,Grand Canyon Helicopters,1,6,10661,30661,BLD,"Boulder City, NV",US,United States,10011,30011,1G4,"Peach Springs, AZ",US,United States,3,340,1,2018,12,1,F,DU,1
9,9,13500,63,1,71,0,163,576,480,RVQ,21582,"Reeve Air Alaska, LLC",D,RVQ,"Reeve Air Alaska, LLC",1,9,11392,30299,DQL,"Anchorage, AK",US,United States,11924,31924,GKN,"Gulkana, AK",US,United States,1,194,1,2018,12,1,F,DU,1
0,1,4330,14,9,1819,0,4994,0,0,GCQ,21954,Glock Aviation GmbH,I,GCQ,Glock Aviation GmbH,0,0,15595,35595,VIE,"Vienna, Austria",AT,Austria,11790,30397,FTY,"Atlanta, GA",US,United States,6,788,1,2018,12,10,L,IF,1
0,4,968000,0,0,966051,0,7260,0,0,C8,21580,Cargolux Italia SpA,I,C8,Cargolux Italia SpA,0,0,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,12892,32575,LAX,"Los Angeles, CA",US,United States,8,820,2,2018,12,15,G,IF,1
0,1,3070,8,2,0,0,517,190,174,2LQ,21743,Tropic Ocean Airways LLC,D,2LQ,Tropic Ocean Airways LLC,1,6,15249,35249,TLH,"Tallahassee, FL",US,United States,13289,33289,MHH,"Marsh Harbour, The Bahamas",BS,The Bahamas,4,416,4,2018,12,2,L,IU,1
0,6,12474,54,39,44,0,558,0,0,2OQ,21749,Talofa Airways Limited,I,2OQ,Talofa Airways Limited,0,0,14222,34222,PPG,"Pago Pago, TT",US,United States,15144,35144,TBU,"Tonga Tapu, Tonga",TO,Tonga,4,410,1,2018,12,2,F,IF,1
0,26,33800,130,35,110,0,8,260,208,2E,20319,Smokey Bay Air Inc.,D,2E,Smokey Bay Air Inc.,1,5,14942,34942,SOV,"Seldovia, AK",US,United States,14088,34088,PGM,"Port Graham, AK",US,United States,0,35,3,2018,12,1,F,DU,1
38,26,46800,234,128,0,0,152,2204,1560,3BQ,21944,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",D,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",1,6,10916,30916,CCZ,"Chub Cay, The Bahamas",BS,The Bahamas,11827,32467,FXE,"Fort Lauderdale, FL",US,United States,4,415,1,2018,12,1,F,IU,1
0,24,1686142,0,0,1164693,0,1117,0,0,DHQ,20111,DHL Aero Expresso,I,DHQ,DHL Aero Expresso,0,0,13303,32467,MIA,"Miami, FL",US,United States,14838,34838,SJO,"San Jose, Costa Rica",CR,Costa Rica,6,622,2,2018,12,3,G,IF,1
0,42,3989924,3108,2624,0,0,3648,0,0,B0,21626,Dreamjet SAS Dba La Compagnie,I,B0,Dreamjet SAS Dba La Compagnie,0,0,11618,31703,EWR,"Newark, NJ",US,United States,13943,30920,ORY,"Paris, France",FR,France,6,622,1,2018,12,8,F,IF,1
0,14,546885,2100,1845,299,0,1093,0,0,AV,19537,Aerovias Nacl De Colombia,I,AV,Aerovias Nacl De Colombia,0,0,14843,34819,SJU,"San Juan, PR",US,United States,10711,30711,BOG,"Bogota, Colombia",CO,Colombia,6,694,1,2018,12,3,F,IF,1
